,Hours,Well,OD600,Bioreactor,Day,Colony,Replicate,Carbon source
0,,A1,,M5,16.0,4,1,Galactose
1,,A1,,M5,16.0,4,1,Galactose
2,,A1,,M5,16.0,4,1,Galactose
3,1.3194444444444444,A1,0.05800000000000001,M5,16.0,4,1,Galactose
4,1.6527777777777777,A1,0.05,M5,16.0,4,1,Galactose
5,1.9861111111111112,A1,0.05900000000000001,M5,16.0,4,1,Galactose
6,2.319444444444444,A1,0.07000000000000002,M5,16.0,4,1,Galactose
7,2.6527777777777777,A1,0.07700000000000003,M5,16.0,4,1,Galactose
8,2.986111111111111,A1,0.08700000000000001,M5,16.0,4,1,Galactose
9,3.319444444444444,A1,0.10200000000000002,M5,16.0,4,1,Galactose
10,3.6527777777777777,A1,0.116,M5,16.0,4,1,Galactose
11,3.986111111111111,A1,0.137,M5,16.0,4,1,Galactose
12,4.319444444444445,A1,0.20700000000000002,M5,16.0,4,1,Galactose
13,4.652777777777779,A1,0.265,M5,16.0,4,1,Galactose
14,4.986111111111112,A1,0.306,M5,16.0,4,1,Galactose
15,5.319444444444445,A1,0.323,M5,16.0,4,1,Galactose
16,5.652777777777779,A1,0.321,M5,16.0,4,1,Galactose
17,5.986111111111112,A1,0.318,M5,16.0,4,1,Galactose
18,6.319444444444445,A1,0.325,M5,16.0,4,1,Galactose
19,6.652777777777779,A1,0.35700000000000004,M5,16.0,4,1,Galactose
20,6.986111111111112,A1,0.39199999999999996,M5,16.0,4,1,Galactose
21,7.319444444444445,A1,0.426,M5,16.0,4,1,Galactose
22,7.652777777777779,A1,0.461,M5,16.0,4,1,Galactose
23,7.986111111111112,A1,0.49899999999999994,M5,16.0,4,1,Galactose
24,8.319444444444445,A1,0.539,M5,16.0,4,1,Galactose
25,8.652777777777779,A1,0.5670000000000001,M5,16.0,4,1,Galactose
26,8.98611111111111,A1,0.5870000000000001,M5,16.0,4,1,Galactose
27,9.319444444444445,A1,0.604,M5,16.0,4,1,Galactose
28,9.652777777777779,A1,0.615,M5,16.0,4,1,Galactose
29,9.98611111111111,A1,0.618,M5,16.0,4,1,Galactose
30,10.319444444444445,A1,0.612,M5,16.0,4,1,Galactose
31,10.652777777777779,A1,0.608,M5,16.0,4,1,Galactose
32,10.98611111111111,A1,0.601,M5,16.0,4,1,Galactose
33,11.319444444444445,A1,0.5950000000000001,M5,16.0,4,1,Galactose
34,11.652777777777779,A1,0.605,M5,16.0,4,1,Galactose
35,11.98611111111111,A1,0.5930000000000001,M5,16.0,4,1,Galactose
36,12.319444444444445,A1,0.5890000000000001,M5,16.0,4,1,Galactose
37,12.652777777777779,A1,0.5850000000000001,M5,16.0,4,1,Galactose
38,12.98611111111111,A1,0.5860000000000001,M5,16.0,4,1,Galactose
39,13.319444444444445,A1,0.597,M5,16.0,4,1,Galactose
40,13.652777777777779,A1,0.605,M5,16.0,4,1,Galactose
41,13.98611111111111,A1,0.613,M5,16.0,4,1,Galactose
42,14.319444444444445,A1,0.619,M5,16.0,4,1,Galactose
43,14.652777777777779,A1,0.626,M5,16.0,4,1,Galactose
44,14.98611111111111,A1,0.624,M5,16.0,4,1,Galactose
45,15.319444444444445,A1,0.637,M5,16.0,4,1,Galactose
46,15.652777777777779,A1,0.65,M5,16.0,4,1,Galactose
47,15.98611111111111,A1,0.658,M5,16.0,4,1,Galactose
48,16.319444444444443,A1,0.675,M5,16.0,4,1,Galactose
49,16.652777777777775,A1,0.7120000000000001,M5,16.0,4,1,Galactose
50,16.98611111111111,A1,0.7060000000000001,M5,16.0,4,1,Galactose
51,17.319444444444443,A1,0.749,M5,16.0,4,1,Galactose
52,17.652777777777775,A1,0.78,M5,16.0,4,1,Galactose
53,17.98611111111111,A1,0.791,M5,16.0,4,1,Galactose
54,18.319444444444443,A1,0.807,M5,16.0,4,1,Galactose
55,18.652777777777775,A1,0.8220000000000001,M5,16.0,4,1,Galactose
56,18.98611111111111,A1,0.8430000000000001,M5,16.0,4,1,Galactose
57,19.319444444444443,A1,0.855,M5,16.0,4,1,Galactose
58,19.652777777777775,A1,0.87,M5,16.0,4,1,Galactose
59,19.98611111111111,A1,0.871,M5,16.0,4,1,Galactose
60,20.319444444444443,A1,0.875,M5,16.0,4,1,Galactose
61,20.652777777777775,A1,0.873,M5,16.0,4,1,Galactose
62,20.98611111111111,A1,0.863,M5,16.0,4,1,Galactose
63,21.319444444444443,A1,0.855,M5,16.0,4,1,Galactose
64,21.652777777777775,A1,0.858,M5,16.0,4,1,Galactose
65,21.98611111111111,A1,0.852,M5,16.0,4,1,Galactose
66,22.319444444444443,A1,0.853,M5,16.0,4,1,Galactose
67,22.652777777777775,A1,0.859,M5,16.0,4,1,Galactose
68,22.98611111111111,A1,0.853,M5,16.0,4,1,Galactose
69,23.319444444444443,A1,0.8310000000000001,M5,16.0,4,1,Galactose
70,23.652777777777775,A1,0.802,M5,16.0,4,1,Galactose
71,23.98611111111111,A1,0.8170000000000001,M5,16.0,4,1,Galactose
72,24.319444444444443,A1,0.779,M5,16.0,4,1,Galactose
73,24.652777777777775,A1,0.748,M5,16.0,4,1,Galactose
74,24.98611111111111,A1,0.749,M5,16.0,4,1,Galactose
75,25.319444444444443,A1,0.73,M5,16.0,4,1,Galactose
76,25.652777777777775,A1,0.7210000000000001,M5,16.0,4,1,Galactose
77,25.98611111111111,A1,0.7070000000000001,M5,16.0,4,1,Galactose
78,26.319444444444443,A1,0.6910000000000001,M5,16.0,4,1,Galactose
79,26.652777777777775,A1,0.669,M5,16.0,4,1,Galactose
80,26.98611111111111,A1,0.677,M5,16.0,4,1,Galactose
81,27.319444444444443,A1,0.676,M5,16.0,4,1,Galactose
82,27.652777777777775,A1,0.6970000000000001,M5,16.0,4,1,Galactose
83,27.98611111111111,A1,0.673,M5,16.0,4,1,Galactose
84,28.319444444444443,A1,0.6900000000000001,M5,16.0,4,1,Galactose
85,28.652777777777775,A1,0.666,M5,16.0,4,1,Galactose
86,28.98611111111111,A1,0.6900000000000001,M5,16.0,4,1,Galactose
87,29.319444444444443,A1,0.7130000000000001,M5,16.0,4,1,Galactose
88,29.652777777777775,A1,0.7120000000000001,M5,16.0,4,1,Galactose
89,29.98611111111111,A1,0.7130000000000001,M5,16.0,4,1,Galactose
90,30.319444444444443,A1,0.626,M5,16.0,4,1,Galactose
91,30.652777777777775,A1,0.5690000000000001,M5,16.0,4,1,Galactose
92,30.98611111111111,A1,0.536,M5,16.0,4,1,Galactose
93,31.319444444444443,A1,0.524,M5,16.0,4,1,Galactose
94,31.652777777777775,A1,0.502,M5,16.0,4,1,Galactose
95,31.98611111111111,A1,0.49699999999999994,M5,16.0,4,1,Galactose
96,32.31944444444445,A1,0.49699999999999994,M5,16.0,4,1,Galactose
97,32.65277777777778,A1,0.49399999999999994,M5,16.0,4,1,Galactose
98,32.986111111111114,A1,0.49499999999999994,M5,16.0,4,1,Galactose
99,33.31944444444445,A1,0.49299999999999994,M5,16.0,4,1,Galactose
100,33.65277777777778,A1,0.49399999999999994,M5,16.0,4,1,Galactose
101,33.986111111111114,A1,0.49399999999999994,M5,16.0,4,1,Galactose
102,34.31944444444445,A1,0.49599999999999994,M5,16.0,4,1,Galactose
103,34.65277777777778,A1,0.49299999999999994,M5,16.0,4,1,Galactose
104,34.986111111111114,A1,0.49299999999999994,M5,16.0,4,1,Galactose
105,35.31944444444445,A1,0.49399999999999994,M5,16.0,4,1,Galactose
106,35.65277777777778,A1,0.49399999999999994,M5,16.0,4,1,Galactose
107,35.986111111111114,A1,0.49699999999999994,M5,16.0,4,1,Galactose
108,36.31944444444445,A1,0.49599999999999994,M5,16.0,4,1,Galactose
109,36.65277777777778,A1,0.49599999999999994,M5,16.0,4,1,Galactose
110,36.986111111111114,A1,0.49799999999999994,M5,16.0,4,1,Galactose
111,37.31944444444445,A1,0.49599999999999994,M5,16.0,4,1,Galactose
112,37.65277777777778,A1,0.49699999999999994,M5,16.0,4,1,Galactose
113,37.986111111111114,A1,0.49999999999999994,M5,16.0,4,1,Galactose
114,38.31944444444445,A1,0.49999999999999994,M5,16.0,4,1,Galactose
115,38.65277777777778,A1,0.502,M5,16.0,4,1,Galactose
116,38.986111111111114,A1,0.502,M5,16.0,4,1,Galactose
117,39.31944444444445,A1,0.503,M5,16.0,4,1,Galactose
118,39.65277777777778,A1,0.502,M5,16.0,4,1,Galactose
119,39.986111111111114,A1,0.501,M5,16.0,4,1,Galactose
120,40.31944444444445,A1,0.503,M5,16.0,4,1,Galactose
121,40.65277777777778,A1,0.502,M5,16.0,4,1,Galactose
122,40.986111111111114,A1,0.502,M5,16.0,4,1,Galactose
123,41.31944444444445,A1,0.503,M5,16.0,4,1,Galactose
124,41.65277777777778,A1,0.502,M5,16.0,4,1,Galactose
125,41.986111111111114,A1,0.504,M5,16.0,4,1,Galactose
126,42.31944444444445,A1,0.503,M5,16.0,4,1,Galactose
127,42.65277777777778,A1,0.506,M5,16.0,4,1,Galactose
128,42.986111111111114,A1,0.506,M5,16.0,4,1,Galactose
129,43.31944444444445,A1,0.507,M5,16.0,4,1,Galactose
130,43.65277777777778,A1,0.508,M5,16.0,4,1,Galactose
131,43.986111111111114,A1,0.51,M5,16.0,4,1,Galactose
132,44.31944444444445,A1,0.506,M5,16.0,4,1,Galactose
133,44.65277777777778,A1,0.513,M5,16.0,4,1,Galactose
134,44.986111111111114,A1,0.514,M5,16.0,4,1,Galactose
135,45.31944444444445,A1,0.517,M5,16.0,4,1,Galactose
136,45.65277777777778,A1,0.515,M5,16.0,4,1,Galactose
137,45.986111111111114,A1,0.515,M5,16.0,4,1,Galactose
138,46.31944444444445,A1,0.519,M5,16.0,4,1,Galactose
139,46.65277777777778,A1,0.518,M5,16.0,4,1,Galactose
140,46.986111111111114,A1,0.523,M5,16.0,4,1,Galactose
141,47.31944444444445,A1,0.517,M5,16.0,4,1,Galactose
142,47.65277777777778,A1,0.524,M5,16.0,4,1,Galactose
143,47.986111111111114,A1,0.515,M5,16.0,4,1,Galactose
144,48.31944444444445,A1,0.519,M5,16.0,4,1,Galactose
145,48.65277777777778,A1,0.522,M5,16.0,4,1,Galactose
146,48.986111111111114,A1,0.519,M5,16.0,4,1,Galactose
147,49.31944444444445,A1,0.52,M5,16.0,4,1,Galactose
148,49.65277777777778,A1,0.518,M5,16.0,4,1,Galactose
149,49.986111111111114,A1,0.523,M5,16.0,4,1,Galactose
150,50.31944444444445,A1,0.518,M5,16.0,4,1,Galactose
151,50.65277777777778,A1,0.52,M5,16.0,4,1,Galactose
152,50.986111111111114,A1,0.522,M5,16.0,4,1,Galactose
153,51.31944444444445,A1,0.518,M5,16.0,4,1,Galactose
154,51.65277777777778,A1,0.518,M5,16.0,4,1,Galactose
155,51.986111111111114,A1,0.517,M5,16.0,4,1,Galactose
156,52.31944444444445,A1,0.512,M5,16.0,4,1,Galactose
157,52.65277777777778,A1,0.516,M5,16.0,4,1,Galactose
158,52.986111111111114,A1,0.516,M5,16.0,4,1,Galactose
159,53.31944444444445,A1,0.517,M5,16.0,4,1,Galactose
160,53.65277777777778,A1,0.515,M5,16.0,4,1,Galactose
161,53.986111111111114,A1,0.518,M5,16.0,4,1,Galactose
162,54.31944444444445,A1,0.514,M5,16.0,4,1,Galactose
163,54.65277777777778,A1,0.513,M5,16.0,4,1,Galactose
164,54.986111111111114,A1,0.512,M5,16.0,4,1,Galactose
165,55.31944444444445,A1,0.514,M5,16.0,4,1,Galactose
166,55.65277777777778,A1,0.512,M5,16.0,4,1,Galactose
167,55.986111111111114,A1,0.511,M5,16.0,4,1,Galactose
168,56.31944444444445,A1,0.51,M5,16.0,4,1,Galactose
169,56.65277777777778,A1,0.506,M5,16.0,4,1,Galactose
170,56.986111111111114,A1,0.507,M5,16.0,4,1,Galactose
171,57.31944444444445,A1,0.506,M5,16.0,4,1,Galactose
172,57.65277777777778,A1,0.505,M5,16.0,4,1,Galactose
173,57.986111111111114,A1,0.503,M5,16.0,4,1,Galactose
174,58.31944444444445,A1,0.501,M5,16.0,4,1,Galactose
175,58.65277777777778,A1,0.502,M5,16.0,4,1,Galactose
176,58.986111111111114,A1,0.501,M5,16.0,4,1,Galactose
177,59.31944444444445,A1,0.49999999999999994,M5,16.0,4,1,Galactose
178,59.65277777777778,A1,0.49799999999999994,M5,16.0,4,1,Galactose
