,Sample_id,Pyrimidine,Dihydrouracil,N-acetylleucine,N-acetylphenylalanine,4-acetamidobutanoate,Dethiobiotin,Thymine,Nicotinate,Biotin,Methylthioadenosine,Tryptamine,Adenosine,Trimethylamine,Choline,Tyramine,Aicar,Oxoproline,Inosine,Methylguanidine,Kynurenate,Riboflavin,Anthranilate,Guanine,N-acetylserine,Xanthurenate,N-acetylputrescine,Ethanolamine,Epinephrine,Trigonelline,"Adenosine 3', 5'-cyclic phosphate",4-imidazoleacetate,N-alpha-acetyllysine,Cyclic gmp,Guanidinosuccinate,S-adenosylhomocysteine,Ophthalmate,Histidinol,Cadaverine,Putrescine,"1, 3-diaminopropane","N,n,n-trimethyllysine",Hexanoate,FAD,S-adenosylmethionine,NAD,Leucine,Gamma-aminobutyrate,Proline,Valine,Beta-alanine,Alanine,Glutamine,Glutamate,Asparagine,Aspartate,Arginine,Stearoylcarnitine (c18),Hexanoylcarnitine (c6),Deoxycarnitine (deoxy-c0),Glutarylcarnitine (c5-dc),Carnitine (c0),Malonylcarnitine (c3:dc),Salicylate,Pyridoxal,Uracil,Glycerol,2-oxobutanoate/acetoacetate,Glucuronolactone,Hypoxanthine,"2, 5-dihydroxybenzoate",2-hydroxybutyrate,Alpha-hydroxyisobutyrate,3-(4-hydroxyphenyl)pyruvate,Xanthine,3-hydroxybutyrate,Hydroxyphenyllactate,3-hydroxyphenylacetate,Pantothenate,Orotate,cAMP,O-acetylserine,3-hydroxyanthranilate,Mannose,Allantoin,Dihydroorotate,Xanthosine,Quinate,Gluconate,Glutathione reduced,Adipate,N-acetylglutamate,2-hydroxyglutaric acid,3-hydroxyglutaric acid,N-acetylaspartate,Glycerol 3-phosphate,Ribose 5-phosphate,Glucosamine 6-phosphate,Sedoheptulose-7-phopsphate,Uridine diphosphate glucuronic acid,Pyruvate,Lactate,Hexoses,Glutarate,Succinate,Fructose-6-phosphate,Malate,Glucose-6-phosphate,Cis-aconitate,Citrate,Isocitrate,Trans-aconitate,OD ID,Strain,OD,Replicate
0,SR_MPTA_020204_6B-2_rpe_17,3.9467598434400064,0.37154398111688597,0.5146950168370857,0.7336845547679508,-0.33944753640401193,-0.07012890247317355,0.9403122192677098,0.7109245809422151,0.5135877423604783,0.2794619233704291,0.7864255161971531,-0.16194433220506693,-1.2775476276820246,-0.2663399741226885,-0.332555943900876,-0.5130417186708842,0.4057610907426192,1.3878595405871406,-0.9038186166939536,-0.70059325248389,1.0157714173455668,2.0071693626892984,,1.5121237953657016,-1.1826677809128228,-0.23919202288444205,0.1770630213199588,0.8860857465436445,-1.7078839880300298,0.8066305401549937,0.14786917067062125,-0.6618804375458007,-0.3397619598740989,-0.28657461458857436,,2.0065759825128606,1.1137077344184894,0.880074585355561,1.1626300262021707,1.74565001551312,0.34391921233028105,1.0922817016623654,-0.6616900766406535,0.5135045866744957,1.7279294179911893,0.33118354681754447,0.7921396437720747,-0.18548774035215018,,0.166026642472233,0.6644971162251179,1.505266181567113,1.3943282465367222,-0.5861701478102144,1.2665701101041251,0.3065872932752061,-0.6416391975174873,0.4593180236646772,0.12020681525350453,3.304325755661647,-0.15840459800373294,-0.4220082723611979,2.198874589044313,2.5617348756984173,0.8084653841599444,-0.4772589919244652,,1.997654224995558,-0.9250754078265078,2.7331807718202157,-0.5215787574110775,-0.5677220594120875,1.3374217326732256,-0.9996771193035449,-0.060238455847959595,1.3584222218986883,-0.6688011805932231,1.2356522973250363,0.5292615928175104,1.614372385366201,0.13185515386160013,1.2256920771017026,-0.3379710797676126,0.4679190200351703,0.8295327983611921,-0.13933368969739096,1.2234816512431381,0.44716671739960945,2.08229944154572,-0.10917162554467791,0.47954953917663,-0.5448561218103686,-0.16443770886535805,-0.412590767750816,1.6660425026285242,2.5529705802916145,-0.39929665279666277,0.7078366619914057,1.154973037294801,,-0.52181199865739,-0.6170476864400857,-0.13804521725138927,0.2029576650486043,-0.07527996180900846,0.4860524400922332,,-0.21860952010110846,-0.008627310581186478,-0.16752402824459203,-0.264750904795639,6B-2: rpe,rpe,1.252,B
1,SR_MPTA_020204_1C-2_aceE_3,0.5350312220620917,0.7956106079767056,-0.3007623771179374,0.6211872739389176,-0.7256526941783626,2.72383696040266,0.6740395102335307,,-0.35743806003276535,-0.39401640773617913,1.4417292784319422,-0.2732708197359319,-1.0015727336896927,-0.2598118393553817,0.8098959001420745,-1.0929566040283303,-0.4511640567752531,,1.8262993082271355,1.5267788242927849,0.36609434919192063,0.03431911138074752,,1.3534288847761737,-0.25917206361174894,-0.6886673764019128,1.7066699217678973,-0.6894667500755132,0.21213936982821366,-0.6004218290793489,-1.0999597543955137,0.21081176935339804,-0.5279235056092167,-0.21379048531086675,-1.0923287148692928,1.738777078135371,-0.9534237691023733,-1.186903427530131,-0.8019415555390166,0.4810182080326591,0.8738629264484096,2.483880467021687,2.7090465941822526,-0.7363207120651473,-0.6846986456106523,-0.8054358198799845,-0.9182952547656245,-0.2886138523078253,2.614538137127356,-1.607815346235972,-0.7148270084300304,0.05264628541944322,-0.018237922933087375,-0.44232430395209726,-0.24246374434018245,0.2865770496790119,-0.3655587144049308,-0.5126929757882511,0.3774395379484768,0.9849024268431084,-0.5768848361944916,-0.5007903579437649,-0.20968020136194176,-0.7123470797068769,1.3368807779691205,-0.4879953480511408,1.0057047544115896,-0.5688999238953454,,-0.4083335038321104,1.7745692028149784,1.4366559251708027,-0.968469623495939,,-1.603360129324865,0.5713582612096062,,-0.13045916732624918,-0.19889906795672047,-0.7900861753292704,1.7479754745290383,1.1116056778510186,1.0005613727926288,-1.722229974760243,-1.5157275822932377,-0.46566682801076614,-0.6059369460102567,0.3983842622035373,0.08105648842965343,0.5969490089146755,-0.6358489723872722,1.729843019267329,2.304739793986033,-0.22803983081382934,0.27389723821520234,-0.5180558695122689,-0.3251160806180685,-0.4897159535146315,-1.9522916270638038,0.9627938800287914,2.07805146037827,0.8021975517040028,-1.480642581161153,,-0.18795717794723996,-0.7895096562838523,,-0.25979649337830557,-0.04478315744960787,-0.2860707244066141,-0.48715614637604365,1C-2: aceE,aceE,1.197,C
2,SR_MPTA_020204_3B-2_lacA_8,2.4405217630056315,0.5404165962412063,0.9434491882066456,-0.1865608257737179,2.26006019797101,-0.2100155068223308,-0.4566144940936721,-0.6166064405891046,-0.5092069204069528,0.7873983381087062,-1.6931102580165172,-0.2864113486710458,-1.3964228549948745,,0.22824542856150307,-0.1104156885849276,-0.26059767832657305,-0.8282780160772844,-1.0893501803615913,-0.5594093468622647,-1.4146802696788503,-0.5496465152031554,-0.5575837868439166,-0.781154497284806,-0.09079632889393977,-0.3679249522823398,-0.15141959230867433,-0.22173535478902578,-0.5400323272622165,0.6213342933773549,1.8158023278143762,0.375404686772372,-0.3327904032975654,-0.6840496290030059,2.134656110994914,-0.7581652378745892,-0.11550921112377409,-0.048509823613165616,-0.49606397473884906,0.3863875756850614,-1.6841960544487529,1.1456263234455388,0.2451042352393581,0.5342081406293107,0.07280551988861607,0.2748488604227651,0.4160626666812673,-0.2941616439115687,,-0.5974918115213479,1.7185086358102923,-0.4496742221844387,-0.3662615062005206,-0.6001237587082967,0.5583884379898323,0.2465548848373837,-0.17080442379921093,-0.6337683669301409,0.4836659218898168,-0.039241617182876935,-0.6317609337089765,0.4890262744155597,0.17458244517921934,-0.33326069467926756,-0.11565089727934492,-0.3896953337537628,,-0.6129037102289425,1.3231049109147763,0.047329939639495326,-0.34917062573247726,-0.3712568895932699,0.6451923200282815,1.3482332907254095,1.2704622343526613,-0.3757609467460984,0.888565707428607,0.1441255208640263,0.501992968472265,1.2225979354801995,-0.3757942102001948,-0.32633762538811023,-0.14794381734669929,0.744977599826767,1.2324970817175491,-0.3599477584837743,0.3014587576648591,-0.570379949925487,-0.35938521350574776,0.1923433792181145,0.1362066264694983,-0.8821773124141132,-0.8218497226725175,-0.20774100229447684,1.328638467637277,-0.5242039249223771,-0.4420500698165474,-0.5809420140457215,0.9764808566729584,,-0.4985895592030396,-0.8992275640689193,1.461648497578737,2.993895189561389,-0.3736922773882492,0.2659773219399836,,-0.4073809950901404,-0.3023216664966255,-0.3521739206078073,-0.34779766018943314,3B-2: lacA,lacA,1.319,B
3,SR_MPTA_020204_1A-2_aceE_1,0.5177702028914507,0.13207132628312887,-0.06858078403874653,1.051759900187623,-0.8605916156459591,2.0027221486574045,0.13923412693337298,,-0.4591761999558203,-0.4951617214046914,0.42021772933845275,-0.07804005181341417,-1.779242202607794,-0.26737254732443666,2.499507794149698,-1.1610027268877472,-0.3899628184335045,,1.33252728414836,2.4548716811110802,0.04037786447201236,0.2708312771099847,,0.8064425261676298,1.5248265578329014,-0.2935551341198678,1.7886495042933688,1.1980170743148177,0.7957489166208999,-0.7700120843566605,-1.1447430521068016,0.15016252649697362,0.24040309589613007,-0.2590780288272268,-0.9032962455035154,0.030141765327701117,-1.4153635434182594,,-0.824958104003664,-0.49754235399307484,1.230570757879993,-0.40776604851820497,0.4647629567552822,-1.0161757135113727,-1.0321382391411413,-0.8848888076055706,-1.0069344479419544,-0.28418774775862116,1.488195614471147,-1.4780222908406384,-1.0040603364355365,-0.924550130952979,-0.2843046960923018,-0.5172001055152995,-1.1661995618867385,0.37865959323189163,-0.19154060616228882,2.2241706164272883,0.4807525196438319,0.010393878224433245,-0.6618909511984147,-0.49679974622791584,0.19796747993874708,-0.7440618859018956,2.9749386499995105,-0.4611479664137391,0.06668962278978828,-0.5800978530985162,,-0.4671841362173208,2.5621794053119706,2.72515495207378,-1.2250859681136816,,-1.4493961205107726,0.533050473414913,,-0.6577859612940674,-0.33775251120207045,-0.6084256131551096,1.2341915583280978,1.1428401907549477,0.7046515801995197,-1.2292539705153023,-1.4957883528727554,-0.4893262834837399,-0.804745658852167,-0.15612227763821965,-0.4068880298147148,1.9512717555256354,-0.39355744340426535,1.89892741627501,2.5103520172563476,-0.30628799298593534,-0.005008111515164269,-0.4951395101427847,-0.27853467165418627,-0.24692045295650972,1.3684995168817944,0.7779817253471085,2.80894762965703,0.3932112707698669,-0.41058633608083644,,-0.2258426978274498,-1.2437553095180787,,-0.33416787920611807,-0.3083944694030685,-0.3587821167819701,-0.44937611659987053,1A-2: aceE,aceE,1.214,A
4,SR_MPTA_020204_11A-2_WT_22,0.43495925567929833,-1.3672876978500768,-0.4488023041608826,-0.7786739501636022,0.9631277941468762,-0.2889593001392156,0.0436492064879424,-0.11018534925422797,-0.5511860988223694,0.577462806222702,-0.0992758766167967,-0.2817400470116429,-1.050996662280324,,-0.5675352631114545,-0.5545198034409303,-0.5690060385241861,-0.5831855884270523,-0.5693415267351317,-0.7336982982145308,-0.8164648064198834,-1.639278157922691,-0.5440479657260661,-0.43683373415261556,-0.003858404831283896,0.27037249318532175,-0.50569642781601,,0.32493230192860867,0.9229699899697286,-0.10374015199406063,-0.9028713388044816,-0.9631989350939759,-0.9421907283831625,0.11929178361587575,-0.6717509536141694,-0.7180116148819307,-0.924404825496752,-0.9207615129334108,2.8524651410367023,-1.7024428054049094,-0.26164966277840285,-0.015702130381952145,0.42507193446815017,0.1712776635226995,-0.40137922632749695,-0.2013701785587894,-0.2723881478841154,,-0.6169947249458475,-0.7089212194732764,-0.8844192223554457,0.22363702579560954,-0.5152210952467826,-0.3357725254503643,0.2156613156997382,0.9487611938504296,0.9876175840199692,0.1745447327773373,0.47138662703310386,0.8019312981633688,0.3838135299301218,-0.6944000872256161,-0.3350074010554467,0.33051307633287713,-0.523983009303848,,-0.6097845887472121,0.643034088762152,-0.41840599930779615,-0.5934935475751362,-0.6712539679224717,-0.20172978607586758,0.8651068512580022,0.9427610105570144,2.2261526914771648,-0.05814988543645252,-0.2301145057329053,0.3472987628162392,1.0343348192111668,2.150405402395385,-0.9836882985209285,-0.11285097561087126,0.5508334343341132,0.6064942357251708,-0.3981642377475021,-0.8533225688290811,-0.7822575058670933,-0.6470811606854825,0.6686223341198075,-0.5565401505690994,-0.9826821180939456,-1.0853169845118418,-0.37080801331050167,0.32652163876058565,-0.5261959888654536,-0.38685337923128,-0.5471903312096095,-1.0292344992651017,,-0.5389391750925298,0.30400389788843907,1.1192930152064815,0.01380433810142811,-0.39497750038654394,-0.1916457372955431,,-0.3965470389224032,-0.42210497061806734,-0.4275800175518822,-0.5563404763818047,11A-2: WT,WT,1.156,A
5,SR_MPTA_020204_12B-1_pool_B_26,-0.5540449076621871,0.30479751071704136,-2.036917362503515,,,,,,,-1.8164452436987024,0.8311873964215087,-0.3347748343388718,-0.7742283181408514,-0.24381030557039451,,-1.6620749290090977,-1.2471438441657736,,,,,,,,0.5443789880246692,-1.44596512594123,,,-1.1214888514873413,-1.7188584453980629,-0.5202197067524061,,,,,-1.20705527590409,,,,-1.1167655609538998,,-0.05185679718398633,,-2.46231972454516,-1.9753692020106277,,-1.1249820412423686,,,,,-1.0975724798282511,-1.1003764122906456,-0.5681687104216017,-1.1995642459040297,-0.07709256750713551,-0.9925738353499011,-1.0032866902306,,-0.15628511395301972,0.290992694423064,-0.7860511854630025,-1.1313749767116472,,,2.4997388416301103,,,,-0.9116748419304828,-0.7836319781577664,-0.8386675449566735,,,,,,,-2.522374426212394,-1.870820052649134,-1.1911432362349863,,2.517560111949271,,,,,-1.6551904102511914,,-0.10580110702526752,-1.4678766351506007,,,-0.877100044482228,-2.7005630279893595,,,,,,,2.4944488579091835,1.0380203683427547,,-0.6245367014272668,-1.3621067503100528,,,-0.5580679073922497,-0.593579693793261,,12B-1: pool,,,
6,SR_MPTA_020204_3C-2_lacA_9,-0.4589910203078576,1.0456399604962727,0.40410043209188967,-0.9487874073820586,1.196034065605745,-0.22392371901683103,-0.458352330120257,-0.6338171485740999,-0.7471119484763044,0.20341499053421042,-1.0189109580731273,-0.31331622245091445,0.7144399189970088,-0.27029588168526597,-0.05501458199745992,0.21911313224410772,-0.4217601107780022,-0.6260675334242173,-1.0683391133951117,-0.8279596888937735,-1.3864457094801645,-0.22182037974625854,-0.49689161574990726,-0.669135183473808,-0.14142616818874243,-0.5165600117689086,-0.3386727269746062,-0.4666007485519871,-0.9779718860003076,0.620062030390742,2.0500388737301267,0.6210710791374171,-0.6542300655111002,-0.7560029654048236,1.0558498799727865,-0.6322931342031493,-0.6023462601195119,2.855317629845761,-0.5148415462095183,-0.4443458333241261,-1.2919838235763597,-0.8622468594322922,-0.8944947883035268,0.2047230522833379,-0.07253927496975494,0.34643512528760495,0.08355084033299699,-0.28844896771394934,-0.6330077339530952,-0.5305857439584319,2.12690363705099,-0.6050073275213795,-0.46690933129134005,-0.5389955133002027,0.30758545663132636,-0.17581203468518566,-1.1360452581423939,-0.844254628762093,0.7011401556877801,-0.7098247055965535,0.14377610040682162,0.034229984790551796,-0.8177961100334923,-0.5072392267629305,-0.15225954369331007,-0.5785813232250707,,,2.061330128050162,-0.14000798963002087,-0.331887100079013,-0.4228187378877763,-0.0735900245909798,2.634120390971931,0.727514733821229,-0.9299295981981057,0.4445929353265662,-0.14408910672639133,0.4639226742785506,0.5878329666401186,-0.30510374332045964,-0.4742146415350078,-0.502173557974733,1.241567063176435,0.8445291637854745,-0.36248856083425085,0.6751305854359977,-0.42059346995105323,-0.6894865405398707,0.9943241361591321,0.003933288452439611,-0.9267129719880413,-0.7179820183461005,-0.3334512766068486,0.18317467231277304,-0.5456999995101157,-0.4814364881215149,-0.6975220430954908,0.8474179135525357,,-0.5222552235565654,-1.138476167799574,0.1394364465748716,2.32926328528612,-0.38878986790218784,0.558167470177394,,-0.4577151709382658,-0.4628496651817275,-0.46284443903207306,-0.6061255170890586,3C-2: lacA,lacA,1.311,C
7,SR_MPTA_020204_11B-2_WT_23,0.29628784601812325,1.3680517544841535,-0.0853414996949929,-0.7156106990218574,1.285853447620056,-0.558990195931595,0.06387722412394564,-0.30745247031271045,-0.28157417717896294,0.6460616411026193,-1.3420768906956364,-0.2763500123680699,-0.6649152432419935,-0.2581819757559773,0.08383164580293102,-0.3516427820004465,-0.4780206861678783,-0.8404078176366806,-0.7844244497340709,-0.4065522205805768,-0.7543808200180765,-1.6719868226272245,-0.5260795450126959,-0.7043837728730591,1.39894333096377,1.097282160336187,-0.0893742652119197,-0.9598121918198883,0.7828383035175928,1.6885656134169102,-0.2793475092021619,-0.09972092312304726,-0.20037158263541194,-0.8281250376812607,0.5231778588806457,-0.5460019959265677,-0.07955403779932953,-0.6786072413291242,-0.8921614131098204,-0.31197244336858887,-0.829549667957912,-1.4652760023103746,-0.424088066321308,-0.05704061210033003,0.27784504907482155,-0.34776877100571707,0.19117930281543402,-0.300907367609702,-0.8788544664561077,-0.6581592121365983,-0.5993888331825327,-0.8118269298734101,0.4345387488717165,-0.6783299319198702,-0.41710672076289684,-0.028358475406199284,-0.5389692893649785,-0.6467065325971184,0.5646318574314703,-0.19195054909224785,-0.7063013409738884,1.2201533081761915,-0.3093766799086032,-0.28914467710776887,0.3271351379049742,-0.506571004026943,,,0.8581584439137028,-0.3034646214901366,-0.6228417240507914,-0.6786785492579073,-0.15200493523646708,0.781385946490891,1.0134713973720482,0.7315276034603291,1.1337653072864806,0.02839051719270927,0.37093366020276186,1.096292909606399,-0.11152854575016438,-0.7126911784626624,-0.524846880797682,0.9884712207011059,1.0321496978369626,-0.35934187869757617,-0.5456117567364691,-0.5789841915778099,-0.43473777937371516,-1.130051365710602,-0.48750913027843806,-1.0067268192593006,-0.730133920847907,-0.19384985168063312,0.001242025138712521,-0.503784124529337,-0.31960194325434266,-0.4684579614379306,-0.10837576427903942,,-0.537698034008411,-0.3771370200988046,0.036550510946945926,0.1516694580962631,-0.4046014566138745,0.061422354234647744,,-0.43876510565837035,-0.44290336226376964,-0.4510250764177258,-0.42242086422583125,11B-2: WT,WT,1.204,B
8,SR_MPTA_020204_11C-2_WT_24,-0.4715763048210229,0.2347460207070623,0.02523183252644829,-0.44755287413821015,1.5562027162922727,-0.3041460144323053,-0.08874630657632848,-0.3093127822806135,-0.5401380473106975,0.575869660096543,0.2040053999559409,-0.22508434654719842,-0.1116135195166917,-0.23161541622334159,0.2346098775199435,-0.28834499008297826,-0.3033606420737672,-0.4318173679958093,-0.7388994369456451,-0.6767248451543604,-0.7051391789248633,-1.7447266567663051,-0.46736752479636273,-0.43068291558268984,-0.4813219719609601,0.48612123217270525,-0.24287431257537867,-0.2852754291181595,-0.09649371783736242,0.8260887671688036,0.4942364956871243,0.14911353436441563,-0.21884684653488226,-0.8135526718912165,0.6497892381111323,-0.44934347502626054,-0.17774724247159726,-0.11881342146495848,-0.8479049878120177,0.2792194524761479,-0.9005337594897853,-0.20444737929297074,-0.1923973848126442,0.0389697713261222,0.7707919394071177,-0.1770226291856235,0.27695276091029125,-0.2914327221887352,,-0.6511465858810795,-0.4924592164908436,-0.6675699817522455,0.3321552802306637,-0.6266939840442134,-0.5916190657647526,-0.620212011372868,-0.5502498549110845,0.5070687287899588,0.9199775230276717,0.7231375721346831,0.26324201726286284,0.7241331540613415,-0.3637823461678049,-0.19377332873796344,0.40488014751883544,-0.5457175472168451,,,0.8701148144783943,-0.23096928092132363,-0.5928248629265451,-0.6596866146050978,-0.07781375366433917,0.27851659704660353,1.0838810402397858,-0.7696787133166612,1.0478444690613191,-0.03157110968127883,0.5747810094361923,0.9596977301052744,0.7395162314671003,-0.7842905920266278,-0.07172595549334423,0.8604274043616014,1.0212676292386735,-0.28862281058890366,-0.36782942497993854,-0.38662892034177804,-0.6262000352009274,-0.7657203182096517,-0.20332821625085937,-0.839476366284597,-0.7581903846395018,-0.09492674582685698,0.7369958071811384,-0.49261700268790526,-0.32724102710880754,-0.7101846619892659,0.6459339043378829,,-0.5418488829747828,-0.08366330882322115,0.05041390224263004,0.18944157924945565,-0.3870697720800681,0.050248393879011685,,-0.4170119948200122,-0.4378241644043349,-0.38945505245246126,-0.40808560290986606,11C-2: WT,WT,1.283,C
9,SR_MPTA_020204_3A-2_lacA_7,-0.305853317009054,-0.14715243527663013,0.7216934969349839,-0.624306777156341,1.5855817765983653,-0.28688598875502697,-0.2704788918243814,-0.20427438271379667,0.42470590143290177,1.0076301887302073,1.4674531903469445,-0.19561001944683282,0.0967569397595902,-0.2390720720561383,-1.0604505520548217,0.313003826625254,-0.20259368120177648,1.0671662783271245,-0.5775524241300464,-0.5488677332770933,-1.3321332294754311,0.20935239638537365,0.3805408756412943,-0.6734252055990462,0.09284639946771553,0.133086935484491,-0.3280653763906884,0.06946118325456879,0.5320394549522142,0.9159241033014234,1.971580517100614,0.11848420593578197,-0.02376693981221716,-0.376365423689207,2.0583795149495203,-0.3669100416468114,0.3161556591279295,0.3614492032898986,-0.405931471409688,-1.275349901677774,-0.6416999692998203,-0.9552237238016786,-0.05504814441086981,0.4537391192078421,0.9170664939704882,0.11986243190766088,0.48411224312708967,-0.30765774500016707,,-0.3830420198904523,-0.908993461214009,-0.4572718907610284,-0.1726110369147329,-0.3778338175552495,-0.7116743336119292,-0.2719095151786686,0.78511410922579,-0.1563768572867309,0.05902089170067878,-0.9631994795876065,0.3570962314575463,0.3526695387346977,-0.5867741052297911,-0.32547618124835204,-0.09690271079805512,-0.5412986240831137,,,1.8286958107807265,-0.23610771948991088,-0.4742916231558352,-0.5945646482510686,-0.16034834050417268,0.4798483740957699,0.6694421519519189,-0.4993411207901106,0.8346025919097331,-0.007045444553023837,0.8717481281234397,0.6193852118647516,2.052800182131618,-0.1338871496039589,-1.1044866165962488,0.9248850695864554,1.3823229902013476,-0.33773985686441504,0.19979954305878603,0.3621334835226605,-0.21875732002425183,-0.2007852447869698,-0.16166538337905084,-0.7222534971710501,-0.6880179591940949,0.08697711956440171,-0.02007118349716461,-0.5813631413408901,-0.44208064276712733,-0.6122026136395201,1.303377963941379,,-0.527820060918683,-0.4092984736799647,1.1297308427769246,-0.3336353611952585,-0.3153861592818316,0.04791290856879773,,-0.41089850976299863,-0.4018314473982849,-0.4280417056374236,-0.32149169920604936,3A-2: lacA,lacA,1.36,A
